Profile Summary
Generated on: 2021-12-19 16:33:06
Msec since Epoch: 1639949586301
Profiled application: host
Target platform: Xilinx
Tool version: 2021.1
XRT build version: 2.11.634
Build version branch: 2021.1
Build version hash: 5ad5998d67080f00bca5bf15b3838cf35e0a7b26
Build version date: N/A
Target devices: 
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,1234,35.1264,0.010527,0.0284655,1.00927,
clCreateCommandQueue,1,0.009318,0.009318,0.009318,0.009318,
clCreateContext,1,44.2875,44.2875,44.2875,44.2875,
clCreateKernel,1,23.1457,23.1457,23.1457,23.1457,
clCreateProgramWithBinary,1,239.301,239.301,239.301,239.301,
clEnqueueMigrateMemObjects,245,1.8775,0.003402,0.00766328,0.036,
clEnqueueTask,245,36.0145,0.036549,0.146998,18.2364,
clFinish,245,362.318,0.76989,1.47885,3.3006,
clGetDeviceIDs,5,0.143873,0.001777,0.0287746,0.12668,
clGetDeviceInfo,2,17.6201,0.003082,8.81005,17.617,
clGetExtensionFunctionAddress,2,0.04931,0.00578,0.024655,0.04353,
clGetExtensionFunctionAddressForPlatform,2,0.018013,0.002247,0.0090065,0.015766,
clGetPlatformInfo,6,0.015056,0.001183,0.00250933,0.006463,
clReleaseCommandQueue,1,0.005367,0.005367,0.005367,0.005367,
clReleaseContext,1,59.7733,59.7733,59.7733,59.7733,
clReleaseDevice,5,0.010442,0.000972,0.0020884,0.003758,
clReleaseKernel,1,4.04729,4.04729,4.04729,4.04729,
clReleaseMemObject,1724,5.04967,0.000747,0.00292904,1.18752,
clReleaseProgram,1,0.003673,0.003673,0.003673,0.003673,
clRetainDevice,5,0.015784,0.001186,0.0031568,0.008199,
clRetainMemObject,490,1.17397,0.000807,0.00239586,0.031737,
clSetKernelArg,1234,11.5264,0.000974,0.00934071,0.074241,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
GIN_compute_one_graph,245,283.47,0.877365,1.15702,2.80505,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,873.11,2.80505,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1493.19,1.44991,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1617.79,1.42023,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1706.72,1.38892,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1330.36,1.37762,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1489.4,1.37509,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1337.82,1.37324,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1530.49,1.3704,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1464.12,1.36599,1:1:1,1:1:1,
94658804610192,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1669.66,1.35632,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
917504,0,0,872.613,0.448595,918.84,412.187,
946176,0,0,1492.89,0.271538,17.216,4.6748,
974848,0,0,1718.24,0.224764,17.216,3.86954,
974848,0,0,1093.31,0.217304,17.216,3.74111,
974848,0,0,1138.68,0.216443,17.216,3.72628,
946176,0,0,1566.64,0.213267,17.216,3.6716,
946176,0,0,1105.42,0.211676,17.216,3.64421,
946176,0,0,1714.51,0.210077,17.216,3.61669,
974848,0,0,1628.64,0.209924,17.216,3.61405,
974848,0,0,1070.82,0.20992,17.216,3.61398,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
946176,0,0,1099.08,0.14161,0.004,0.00056644,
974848,0,0,1638.09,0.138754,0.004,0.000555016,
946176,0,0,1634.08,0.137973,0.004,0.000551892,
946176,0,0,1641.86,0.137827,0.004,0.000551308,
974848,0,0,1719.6,0.137563,0.004,0.000550252,
946176,0,0,1715.96,0.137343,0.004,0.000549372,
974848,0,0,1674.83,0.136603,0.004,0.000546412,
946176,0,0,1671.1,0.135733,0.004,0.000542932,
946176,0,0,1317.29,0.13563,0.004,0.00054252,
946176,0,0,1075.94,0.135527,0.004,0.000542108,



Guidance Parameters
Parameter,Element,Value,
MIGRATE_MEM,host,245,
PLRAM_DEVICE,all,0,
HBM_DEVICE,all,0,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,1,
CU_CONTEXT_EN,all,0,
TRACE_MEMORY,all,FIFO,
MAX_PARALLEL_KERNEL_ENQUEUES,GIN_compute_one_graph,1,
COMMAND_QUEUE_OOO,94658804613792,0,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|node_feature_in|HBM[0]|1,7200,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|edge_list_in|HBM[0]|1,4000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|edge_attr_in|HBM[0]|1,6000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_attr|HBM[0]|1,12,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|task_r|HBM[0]|1,4,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_1_weights_fixed|HBM[0]|1,400000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_1_bias_fixed|HBM[0]|1,4000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_2_weights_fixed|HBM[0]|1,400000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_2_bias_fixed|HBM[0]|1,2000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_embedding_fixed|HBM[0]|1,69200,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_edge_embedding_fixed|HBM[0]|1,26000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_pred_linear_weight_fixed|HBM[0]|1,400,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_pred_linear_bias_fixed|HBM[0]|1,4,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|eps_fixed|HBM[0]|1,20,
XRT_INI_SETTING,profile,0,
XRT_INI_SETTING,opencl_summary,1,
XRT_INI_SETTING,opencl_device_counter,0,
XRT_INI_SETTING,timeline_trace,1,
XRT_INI_SETTING,opencl_trace,1,
XRT_INI_SETTING,xrt_trace,0,
XRT_INI_SETTING,native_xrt_trace,0,
XRT_INI_SETTING,xrt_profile,0,
XRT_INI_SETTING,data_transfer_trace,off,
XRT_INI_SETTING,power_profile,0,
XRT_INI_SETTING,power_profile_interval_ms,20,
XRT_INI_SETTING,stall_trace,off,
XRT_INI_SETTING,trace_buffer_size,1M,
XRT_INI_SETTING,verbosity,4,
XRT_INI_SETTING,continuous_trace,0,
XRT_INI_SETTING,continuous_trace_interval_ms,10,
XRT_INI_SETTING,trace_buffer_offload_interval_ms,10,
XRT_INI_SETTING,trace_file_dump_interval_s,5,
XRT_INI_SETTING,lop_trace,0,
XRT_INI_SETTING,debug_mode,batch,
XRT_INI_SETTING,aie_trace,0,
XRT_INI_SETTING,aie_trace_buffer_size,8M,
XRT_INI_SETTING,aie_trace_metrics,functions,
XRT_INI_SETTING,aie_profile,0,
XRT_INI_SETTING,aie_profile_interval_us,1000,
XRT_INI_SETTING,aie_profile_core_metrics,heat_map,
XRT_INI_SETTING,aie_profile_memory_metrics,dma_locks,
XRT_INI_SETTING,vitis_ai_profile,0,
XRT_INI_SETTING,sc_profile,0,
BUFFER_RD_ACTIVE_TIME_MS,all,23.3091,
BUFFER_WR_ACTIVE_TIME_MS,all,41.8651,
BUFFER_TX_ACTIVE_TIME_MS,all,888.467,
APPLICATION_RUN_TIME_MS,all,1910.02,
TOTAL_KERNEL_RUN_TIME_MS,all,0,
