HEADER
VTF File Version,1.1
VTF File Type,0
PID,11571
Generated on,2022-01-07 21:47:07
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,11571
XRT Version,2021.1

STRUCTURE
Group_Start,Host APIs
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x5569bd495350,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_u50_gen3x16_xdma_201920_3:DGN_compute_one_graph.link:DGN_compute_one_graph,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,Host APIs

MAPPING
25,0:0:0
24,1:1:1
23,DGN_compute_one_graph
22,DGN_compute_one_graph.link
16,HBM[0]
13,clCreateBuffer
7,clCreateCommandQueue
6,clCreateContext
11,clCreateKernel
9,clCreateProgramWithBinary
18,clEnqueueMigrateMemObjects
15,clEnqueueTask
20,clFinish
4,clGetDeviceIDs
8,clGetDeviceInfo
1,clGetExtensionFunctionAddress
2,clGetExtensionFunctionAddressForPlatform
3,clGetPlatformInfo
26,clReleaseCommandQueue
28,clReleaseContext
10,clReleaseDevice
27,clReleaseKernel
19,clReleaseMemObject
12,clReleaseProgram
5,clRetainDevice
17,clRetainMemObject
14,clSetKernelArg
21,xilinx_u50_gen3x16_xdma_201920_3

EVENTS
1,0,42.492104,1,OPENCL_API_CALL,1
2,0,42.524057,1,OPENCL_API_CALL,2
3,2,42.537037,1,OPENCL_API_CALL,2
4,1,42.541114,1,OPENCL_API_CALL,1
5,0,42.544527,1,OPENCL_API_CALL,1
6,0,42.546814,1,OPENCL_API_CALL,2
7,6,42.549267,1,OPENCL_API_CALL,2
8,5,42.550534,1,OPENCL_API_CALL,1
9,0,42.560127,1,OPENCL_API_CALL,3
10,9,42.564227,1,OPENCL_API_CALL,3
11,0,42.565717,1,OPENCL_API_CALL,3
12,11,42.567230,1,OPENCL_API_CALL,3
13,0,42.568910,1,OPENCL_API_CALL,3
14,13,42.570334,1,OPENCL_API_CALL,3
15,0,42.571370,1,OPENCL_API_CALL,3
16,15,42.572654,1,OPENCL_API_CALL,3
17,0,42.609284,1,OPENCL_API_CALL,4
18,17,42.683380,1,OPENCL_API_CALL,4
19,0,42.694620,1,OPENCL_API_CALL,4
20,19,42.703857,1,OPENCL_API_CALL,4
21,0,42.705813,1,OPENCL_API_CALL,4
22,21,42.707530,1,OPENCL_API_CALL,4
23,0,74.287326,1,OPENCL_API_CALL,3
24,23,74.297532,1,OPENCL_API_CALL,3
25,0,74.301252,1,OPENCL_API_CALL,3
26,25,74.303149,1,OPENCL_API_CALL,3
27,0,74.347319,1,OPENCL_API_CALL,4
28,27,74.363245,1,OPENCL_API_CALL,4
29,0,74.367435,1,OPENCL_API_CALL,4
30,29,74.370815,1,OPENCL_API_CALL,4
31,0,74.375585,1,OPENCL_API_CALL,5
32,31,74.379762,1,OPENCL_API_CALL,5
33,0,74.381499,1,OPENCL_API_CALL,5
34,33,74.383275,1,OPENCL_API_CALL,5
35,0,116.372669,1,OPENCL_API_CALL,5
36,35,116.387264,1,OPENCL_API_CALL,5
37,0,116.391404,1,OPENCL_API_CALL,6
38,37,161.634835,1,OPENCL_API_CALL,6
39,0,161.644720,1,OPENCL_API_CALL,7
40,39,161.657160,1,OPENCL_API_CALL,7
41,0,161.666648,1,OPENCL_API_CALL,8
42,41,178.270984,1,OPENCL_API_CALL,8
43,0,178.276655,1,OPENCL_API_CALL,8
44,43,178.280026,1,OPENCL_API_CALL,8
45,0,178.299548,1,OPENCL_API_CALL,5
46,45,178.301626,1,OPENCL_API_CALL,5
47,0,178.316920,1,OPENCL_API_CALL,5
48,47,178.318008,1,OPENCL_API_CALL,5
49,0,178.331653,1,OPENCL_API_CALL,9
50,49,580.540816,1,OPENCL_API_CALL,9
51,0,580.558697,1,OPENCL_API_CALL,10
52,51,580.564312,1,OPENCL_API_CALL,10
53,0,580.566283,1,OPENCL_API_CALL,10
54,53,580.567297,1,OPENCL_API_CALL,10
55,0,580.585997,1,OPENCL_API_CALL,11
56,55,623.971109,1,OPENCL_API_CALL,11
57,0,623.984051,1,OPENCL_API_CALL,12
58,57,623.991481,1,OPENCL_API_CALL,12
59,0,623.993303,1,OPENCL_API_CALL,10
60,59,623.995121,1,OPENCL_API_CALL,10
61,0,996.688362,1,OPENCL_API_CALL,13
62,61,996.949563,1,OPENCL_API_CALL,13
63,0,996.954344,1,OPENCL_API_CALL,13
64,63,997.290728,1,OPENCL_API_CALL,13
65,0,997.292448,1,OPENCL_API_CALL,13
66,65,997.326301,1,OPENCL_API_CALL,13
67,0,997.327312,1,OPENCL_API_CALL,13
68,67,997.381994,1,OPENCL_API_CALL,13
69,0,997.383239,1,OPENCL_API_CALL,13
70,69,997.399007,1,OPENCL_API_CALL,13
71,0,997.399846,1,OPENCL_API_CALL,13
72,71,997.465706,1,OPENCL_API_CALL,13
73,0,997.466894,1,OPENCL_API_CALL,13
74,73,997.479134,1,OPENCL_API_CALL,13
75,0,997.479877,1,OPENCL_API_CALL,13
76,75,997.490613,1,OPENCL_API_CALL,13
77,0,997.491321,1,OPENCL_API_CALL,13
78,77,997.502315,1,OPENCL_API_CALL,13
79,0,997.503113,1,OPENCL_API_CALL,13
80,79,997.513228,1,OPENCL_API_CALL,13
81,0,997.514546,1,OPENCL_API_CALL,14
82,81,997.521633,1,OPENCL_API_CALL,14
83,0,997.522578,1,OPENCL_API_CALL,14
84,83,997.524018,1,OPENCL_API_CALL,14
85,0,997.524651,1,OPENCL_API_CALL,14
86,85,997.526009,1,OPENCL_API_CALL,14
87,0,997.526604,1,OPENCL_API_CALL,14
88,87,997.527712,1,OPENCL_API_CALL,14
89,0,997.528250,1,OPENCL_API_CALL,14
90,89,997.529161,1,OPENCL_API_CALL,14
91,0,997.529654,1,OPENCL_API_CALL,14
92,91,997.530624,1,OPENCL_API_CALL,14
93,0,997.531133,1,OPENCL_API_CALL,14
94,93,997.532013,1,OPENCL_API_CALL,14
95,0,997.532539,1,OPENCL_API_CALL,14
96,95,997.533785,1,OPENCL_API_CALL,14
97,0,997.534345,1,OPENCL_API_CALL,14
98,97,997.535443,1,OPENCL_API_CALL,14
99,0,997.536015,1,OPENCL_API_CALL,14
100,99,997.536883,1,OPENCL_API_CALL,14
101,0,1137.674517,1,OPENCL_API_CALL,13
102,101,1138.263445,1,OPENCL_API_CALL,13
103,0,1138.268223,1,OPENCL_API_CALL,13
104,103,1138.600604,1,OPENCL_API_CALL,13
105,0,1138.602346,1,OPENCL_API_CALL,13
106,105,1138.617104,1,OPENCL_API_CALL,13
107,0,1138.618159,1,OPENCL_API_CALL,13
108,107,1138.632670,1,OPENCL_API_CALL,13
109,0,1138.633680,1,OPENCL_API_CALL,13
110,109,1138.693444,1,OPENCL_API_CALL,13
111,0,1138.694924,1,OPENCL_API_CALL,13
112,111,1138.749584,1,OPENCL_API_CALL,13
113,0,1138.750678,1,OPENCL_API_CALL,13
114,113,1138.784260,1,OPENCL_API_CALL,13
115,0,1138.785318,1,OPENCL_API_CALL,13
116,115,1138.850565,1,OPENCL_API_CALL,13
117,0,1138.852622,1,OPENCL_API_CALL,14
118,117,1138.858393,1,OPENCL_API_CALL,14
119,0,1138.859576,1,OPENCL_API_CALL,14
120,119,1138.861022,1,OPENCL_API_CALL,14
121,0,1138.861671,1,OPENCL_API_CALL,14
122,121,1138.863207,1,OPENCL_API_CALL,14
123,0,1138.863894,1,OPENCL_API_CALL,14
124,123,1138.865164,1,OPENCL_API_CALL,14
125,0,1138.865805,1,OPENCL_API_CALL,14
126,125,1138.867434,1,OPENCL_API_CALL,14
127,0,1138.868071,1,OPENCL_API_CALL,14
128,127,1138.869182,1,OPENCL_API_CALL,14
129,0,1138.869867,1,OPENCL_API_CALL,14
130,129,1138.871665,1,OPENCL_API_CALL,14
