Profile Summary
Generated on: 2021-12-19 16:46:04
Msec since Epoch: 1639950364728
Profiled application: host
Target platform: Xilinx
Tool version: 2021.1
XRT build version: 2.11.634
Build version branch: 2021.1
Build version hash: 5ad5998d67080f00bca5bf15b3838cf35e0a7b26
Build version date: N/A
Target devices: 
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,1234,41.0838,0.009749,0.0332932,2.80006,
clCreateCommandQueue,1,0.013737,0.013737,0.013737,0.013737,
clCreateContext,1,46.7949,46.7949,46.7949,46.7949,
clCreateKernel,1,17.6083,17.6083,17.6083,17.6083,
clCreateProgramWithBinary,1,187.607,187.607,187.607,187.607,
clEnqueueMigrateMemObjects,245,1.82769,0.00378,0.00745996,0.024783,
clEnqueueTask,245,30.2453,0.036229,0.12345,13.509,
clFinish,245,408.869,1.28599,1.66885,5.13231,
clGetDeviceIDs,5,0.116507,0.001913,0.0233014,0.097677,
clGetDeviceInfo,2,20.4669,0.002924,10.2334,20.4639,
clGetExtensionFunctionAddress,2,0.048126,0.006336,0.024063,0.04179,
clGetExtensionFunctionAddressForPlatform,2,0.017183,0.00246,0.0085915,0.014723,
clGetPlatformInfo,6,0.01998,0.001233,0.00333,0.011277,
clReleaseCommandQueue,1,0.005431,0.005431,0.005431,0.005431,
clReleaseContext,1,79.8528,79.8528,79.8528,79.8528,
clReleaseDevice,5,0.011455,0.000905,0.002291,0.004393,
clReleaseKernel,1,3.13397,3.13397,3.13397,3.13397,
clReleaseMemObject,1724,4.10153,0.00077,0.00237908,0.028793,
clReleaseProgram,1,0.003489,0.003489,0.003489,0.003489,
clRetainDevice,5,0.018135,0.000814,0.003627,0.009527,
clRetainMemObject,490,1.17335,0.000737,0.00239459,0.008557,
clSetKernelArg,1234,12.0825,0.00081,0.00979135,0.032003,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
GIN_compute_one_graph,245,335.433,1.02204,1.36911,4.88137,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1060.96,4.88137,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,777.012,3.28796,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1621.83,1.73208,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1565.5,1.68836,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1649.31,1.68367,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1681.28,1.66333,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1213.5,1.65095,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1597.18,1.6454,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1661.5,1.62966,1:1:1,1:1:1,
94462302623984,GIN_compute_one_graph,0,0,xilinx_u50_gen3x16_xdma_201920_3-0,1209.38,1.60043,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
917504,0,0,776.567,0.397239,918.84,364.999,
946176,0,0,1613.72,0.193773,17.216,3.336,
974848,0,0,1617.59,0.190684,17.216,3.28282,
946176,0,0,1045.64,0.184529,17.216,3.17685,
946176,0,0,807.863,0.183976,17.216,3.16733,
946176,0,0,1338.23,0.18172,17.216,3.12849,
974848,0,0,1705.06,0.18105,17.216,3.11696,
974848,0,0,811.502,0.18032,17.216,3.10439,
974848,0,0,1217.61,0.17597,17.216,3.0295,
974848,0,0,937.469,0.175683,17.216,3.02456,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
946176,0,0,787.479,0.145783,0.004,0.000583132,
946176,0,0,1309.46,0.145737,0.004,0.000582948,
946176,0,0,1294.23,0.145497,0.004,0.000581988,
946176,0,0,1378.09,0.144567,0.004,0.000578268,
946176,0,0,1316.94,0.143017,0.004,0.000572068,
946176,0,0,1347.86,0.14212,0.004,0.00056848,
974848,0,0,828.226,0.141373,0.004,0.000565492,
946176,0,0,1183.01,0.14015,0.004,0.0005606,
946176,0,0,1339.84,0.139143,0.004,0.000556572,
946176,0,0,1355.54,0.13853,0.004,0.00055412,



Guidance Parameters
Parameter,Element,Value,
MIGRATE_MEM,host,245,
PLRAM_DEVICE,all,0,
HBM_DEVICE,all,0,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,1,
CU_CONTEXT_EN,all,0,
TRACE_MEMORY,all,FIFO,
MAX_PARALLEL_KERNEL_ENQUEUES,GIN_compute_one_graph,1,
COMMAND_QUEUE_OOO,94462302670480,0,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|node_feature_in|HBM[0]|1,7200,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|edge_list_in|HBM[0]|1,4000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|edge_attr_in|HBM[0]|1,6000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_attr|HBM[0]|1,12,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|task_r|HBM[0]|1,4,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_1_weights_fixed|HBM[0]|1,400000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_1_bias_fixed|HBM[0]|1,4000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_2_weights_fixed|HBM[0]|1,400000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_mlp_2_bias_fixed|HBM[0]|1,2000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_node_embedding_fixed|HBM[0]|1,69200,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|gnn_edge_embedding_fixed|HBM[0]|1,26000,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_pred_linear_weight_fixed|HBM[0]|1,400,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|graph_pred_linear_bias_fixed|HBM[0]|1,4,
KERNEL_BUFFER_INFO,GIN_compute_one_graph|eps_fixed|HBM[0]|1,20,
XRT_INI_SETTING,profile,0,
XRT_INI_SETTING,opencl_summary,1,
XRT_INI_SETTING,opencl_device_counter,0,
XRT_INI_SETTING,timeline_trace,0,
XRT_INI_SETTING,opencl_trace,1,
XRT_INI_SETTING,xrt_trace,0,
XRT_INI_SETTING,native_xrt_trace,0,
XRT_INI_SETTING,xrt_profile,0,
XRT_INI_SETTING,data_transfer_trace,off,
XRT_INI_SETTING,power_profile,0,
XRT_INI_SETTING,power_profile_interval_ms,20,
XRT_INI_SETTING,stall_trace,off,
XRT_INI_SETTING,trace_buffer_size,1M,
XRT_INI_SETTING,verbosity,4,
XRT_INI_SETTING,continuous_trace,0,
XRT_INI_SETTING,continuous_trace_interval_ms,10,
XRT_INI_SETTING,trace_buffer_offload_interval_ms,10,
XRT_INI_SETTING,trace_file_dump_interval_s,5,
XRT_INI_SETTING,lop_trace,0,
XRT_INI_SETTING,debug_mode,batch,
XRT_INI_SETTING,aie_trace,0,
XRT_INI_SETTING,aie_trace_buffer_size,8M,
XRT_INI_SETTING,aie_trace_metrics,functions,
XRT_INI_SETTING,aie_profile,0,
XRT_INI_SETTING,aie_profile_interval_us,1000,
XRT_INI_SETTING,aie_profile_core_metrics,heat_map,
XRT_INI_SETTING,aie_profile_memory_metrics,dma_locks,
XRT_INI_SETTING,vitis_ai_profile,0,
XRT_INI_SETTING,sc_profile,0,
BUFFER_RD_ACTIVE_TIME_MS,all,25.174,
BUFFER_WR_ACTIVE_TIME_MS,all,35.0479,
BUFFER_TX_ACTIVE_TIME_MS,all,941.952,
APPLICATION_RUN_TIME_MS,all,1917.35,
TOTAL_KERNEL_RUN_TIME_MS,all,0,
